user_id,session_id,event_date,event_type,product_id,device_type,traffic_source,country
7137,U7137_S2,2024-07-12 10:53:33,product_view,P0091,Desktop,Email,France
7405,U7405_S3,2024-07-12 11:09:49,add_to_cart,P0113,Mobile,Paid Search,Germany
3911,U3911_S2,2024-07-12 11:16:50,product_view,P0019,Mobile,Social,Australia
5584,U5584_S4,2024-07-12 11:38:02,purchase,P0078,Mobile,Paid Search,United States
3039,U3039_S1,2024-07-12 11:38:09,signup,,Tablet,Social,United States
7975,U7975_S1,2024-07-12 11:52:13,signup,,Mobile,Email,France
3113,U3113_S1,2024-07-12 12:15:25,signup,,Tablet,Email,United States
723,U723_S3,2024-07-12 12:18:59,checkout,P0017,Desktop,Social,Germany
2053,U2053_S1,2024-07-12 12:22:22,signup,,Desktop,Social,Germany
7266,U7266_S2,2024-07-12 12:30:50,product_view,P0091,Desktop,Email,United Kingdom
3640,U3640_S2,2024-07-12 12:37:51,product_view,P0063,Tablet,Email,United States
6298,U6298_S1,2024-07-12 12:53:33,signup,,Mobile,Referral,United Kingdom
6077,U6077_S5,2024-07-12 12:59:35,product_view,P0017,Tablet,Social,Germany
473,U473_S3,2024-07-12 13:15:19,checkout,P0056,Desktop,Email,Australia
5622,U5622_S5,2024-07-12 13:32:04,product_view,P0095,Tablet,Email,Australia
818,U818_S2,2024-07-12 13:36:01,product_view,P0056,Tablet,Email,Germany
6741,U6741_S1,2024-07-12 13:45:08,signup,,Mobile,Social,Germany
4164,U4164_S3,2024-07-12 13:56:14,product_view,P0114,Mobile,Email,Canada
3724,U3724_S1,2024-07-12 14:19:50,signup,,Tablet,Referral,Germany
7946,U7946_S2,2024-07-12 14:30:19,product_view,P0081,Tablet,Referral,Australia
6531,U6531_S2,2024-07-12 14:36:22,product_view,P0003,Tablet,Paid Search,Australia
4765,U4765_S1,2024-07-12 14:51:18,signup,,Tablet,Referral,Germany
3607,U3607_S1,2024-07-12 15:27:59,signup,,Tablet,Social,Germany
1605,U1605_S1,2024-07-12 15:44:35,signup,,Mobile,Paid Search,United States
5298,U5298_S4,2024-07-12 15:48:08,checkout,P0078,Mobile,Email,Germany
8206,U8206_S2,2024-07-12 15:49:02,product_view,P0097,Mobile,Referral,United Kingdom
123,U123_S3,2024-07-12 16:03:46,checkout,P0098,Desktop,Organic Search,Germany
3768,U3768_S4,2024-07-12 16:06:59,checkout,P0024,Desktop,Paid Search,United Kingdom
3113,U3113_S2,2024-07-12 16:40:25,product_view,P0104,Tablet,Email,United States
6873,U6873_S1,2024-07-12 16:42:01,signup,,Tablet,Paid Search,France
2850,U2850_S1,2024-07-12 16:54:59,signup,,Tablet,Paid Search,Canada
900,U900_S4,2024-07-12 17:01:17,product_view,P0077,Tablet,Paid Search,United States
7946,U7946_S3,2024-07-12 17:15:19,checkout,P0102,Tablet,Referral,Australia
6639,U6639_S1,2024-07-12 17:24:27,signup,,Mobile,Email,United States
2100,U2100_S1,2024-07-12 17:59:29,signup,,Tablet,Referral,Australia
4659,U4659_S1,2024-07-12 18:12:18,signup,,Tablet,Email,United States
3780,U3780_S1,2024-07-12 18:58:22,signup,,Desktop,Email,United Kingdom
532,U532_S2,2024-07-12 19:12:13,product_view,P0024,Desktop,Organic Search,France
1837,U1837_S2,2024-07-12 19:17:34,product_view,P0098,Mobile,Referral,United States
2053,U2053_S2,2024-07-12 19:38:22,product_view,P0116,Desktop,Social,Germany
473,U473_S4,2024-07-12 19:47:19,product_view,P0091,Desktop,Email,Australia
4237,U4237_S2,2024-07-12 19:49:15,product_view,P0061,Desktop,Social,France
7946,U7946_S4,2024-07-12 20:15:19,product_view,P0025,Tablet,Referral,Australia
5090,U5090_S5,2024-07-12 20:23:00,purchase,P0047,Desktop,Email,Australia
2324,U2324_S6,2024-07-12 20:28:34,product_view,P0070,Desktop,Paid Search,Australia
2605,U2605_S1,2024-07-12 20:41:41,signup,,Tablet,Email,Canada
4647,U4647_S5,2024-07-12 20:45:30,purchase,P0012,Desktop,Referral,France
8460,U8460_S1,2024-07-12 20:48:57,signup,,Desktop,Organic Search,Australia
1018,U1018_S1,2024-07-12 20:54:54,signup,,Desktop,Email,Germany
7458,U7458_S5,2024-07-12 21:36:39,purchase,P0110,Mobile,Email,France
1572,U1572_S3,2024-07-12 21:38:25,checkout,P0017,Desktop,Social,United Kingdom
2308,U2308_S1,2024-07-12 21:39:50,signup,,Tablet,Paid Search,France
5599,U5599_S4,2024-07-12 22:17:33,checkout,P0076,Mobile,Referral,France
7183,U7183_S3,2024-07-12 22:24:11,checkout,P0042,Tablet,Email,Australia
866,U866_S2,2024-07-12 22:48:29,checkout,P0095,Mobile,Email,United Kingdom
5540,U5540_S3,2024-07-12 22:50:28,add_to_cart,P0076,Tablet,Social,Germany
6754,U6754_S2,2024-07-12 23:00:29,product_view,P0032,Desktop,Referral,France
4647,U4647_S6,2024-07-12 23:00:30,product_view,P0062,Desktop,Referral,France
4905,U4905_S3,2024-07-12 23:27:57,add_to_cart,P0088,Desktop,Organic Search,France
5189,U5189_S3,2024-07-13 00:08:12,add_to_cart,P0084,Mobile,Social,Canada
3768,U3768_S5,2024-07-13 00:23:59,product_view,P0041,Desktop,Paid Search,United Kingdom
6890,U6890_S3,2024-07-13 00:26:54,checkout,P0011,Tablet,Paid Search,United Kingdom
5584,U5584_S5,2024-07-13 00:29:02,product_view,P0102,Mobile,Paid Search,United States
123,U123_S4,2024-07-13 01:16:46,product_view,P0062,Desktop,Organic Search,Germany
3761,U3761_S2,2024-07-13 01:20:39,product_view,P0101,Tablet,Organic Search,Canada
4214,U4214_S3,2024-07-13 01:34:02,checkout,P0062,Desktop,Referral,Canada
818,U818_S3,2024-07-13 01:44:01,product_view,P0084,Tablet,Email,Germany
6918,U6918_S2,2024-07-13 02:32:07,product_view,P0076,Mobile,Referral,Australia
6739,U6739_S2,2024-07-13 02:41:36,product_view,P0014,Desktop,Organic Search,Australia
689,U689_S2,2024-07-13 02:55:27,product_view,P0095,Tablet,Social,United Kingdom
5599,U5599_S5,2024-07-13 02:55:33,product_view,P0062,Mobile,Referral,France
5298,U5298_S5,2024-07-13 03:00:08,purchase,P0096,Mobile,Email,Germany
8391,U8391_S3,2024-07-13 03:06:43,add_to_cart,P0011,Desktop,Referral,United Kingdom
7458,U7458_S6,2024-07-13 03:20:39,product_view,P0091,Mobile,Email,France
5912,U5912_S4,2024-07-13 03:40:18,checkout,P0012,Tablet,Referral,France
4135,U4135_S4,2024-07-13 04:22:09,checkout,P0034,Desktop,Email,Germany
473,U473_S5,2024-07-13 04:27:19,product_view,P0089,Desktop,Email,Australia
5599,U5599_S6,2024-07-13 05:49:33,product_view,P0052,Mobile,Referral,France
4765,U4765_S2,2024-07-13 05:53:18,product_view,P0064,Tablet,Referral,Germany
8379,U8379_S2,2024-07-13 05:56:58,product_view,P0060,Desktop,Organic Search,France
3719,U3719_S3,2024-07-13 06:02:33,checkout,P0072,Mobile,Social,Germany
123,U123_S5,2024-07-13 06:11:46,product_view,P0117,Desktop,Organic Search,Germany
990,U990_S3,2024-07-13 06:13:05,add_to_cart,P0076,Mobile,Social,Canada
6933,U6933_S2,2024-07-13 06:31:36,product_view,P0048,Mobile,Referral,United Kingdom
4214,U4214_S4,2024-07-13 06:38:02,product_view,P0045,Desktop,Referral,Canada
2323,U2323_S4,2024-07-13 06:40:06,checkout,P0098,Tablet,Social,United Kingdom
5090,U5090_S6,2024-07-13 06:49:00,product_view,P0065,Desktop,Email,Australia
818,U818_S4,2024-07-13 07:09:01,product_view,P0032,Tablet,Email,Germany
6739,U6739_S3,2024-07-13 07:36:36,product_view,P0063,Desktop,Organic Search,Australia
1186,U1186_S3,2024-07-13 07:43:31,add_to_cart,P0077,Mobile,Paid Search,France
7946,U7946_S5,2024-07-13 07:50:19,product_view,P0057,Tablet,Referral,Australia
5835,U5835_S4,2024-07-13 07:50:45,purchase,P0044,Tablet,Email,Germany
6639,U6639_S2,2024-07-13 08:02:27,product_view,P0056,Mobile,Email,United States
756,U756_S3,2024-07-13 08:13:36,add_to_cart,P0020,Mobile,Organic Search,Canada
7275,U7275_S1,2024-07-13 08:15:53,signup,,Desktop,Organic Search,Canada
3911,U3911_S3,2024-07-13 08:28:50,add_to_cart,P0052,Mobile,Social,Australia
1942,U1942_S1,2024-07-13 08:37:06,signup,,Tablet,Social,Australia
4412,U4412_S1,2024-07-13 08:43:24,signup,,Desktop,Social,France
4604,U4604_S4,2024-07-13 09:19:33,purchase,P0020,Desktop,Social,Germany
1572,U1572_S4,2024-07-13 09:25:25,product_view,P0003,Desktop,Social,United Kingdom
1913,U1913_S4,2024-07-13 09:39:21,purchase,P0096,Tablet,Paid Search,Canada
4852,U4852_S2,2024-07-13 09:43:30,product_view,P0002,Desktop,Organic Search,Germany
7975,U7975_S2,2024-07-13 09:53:13,product_view,P0052,Mobile,Email,France
6764,U6764_S3,2024-07-13 10:09:14,add_to_cart,P0052,Tablet,Social,United States
740,U740_S1,2024-07-13 10:18:32,signup,,Mobile,Organic Search,Germany
8391,U8391_S4,2024-07-13 10:18:43,checkout,P0004,Desktop,Referral,United Kingdom
1935,U1935_S1,2024-07-13 10:20:05,signup,,Mobile,Social,Canada
4604,U4604_S5,2024-07-13 10:25:33,product_view,P0029,Desktop,Social,Germany
7183,U7183_S4,2024-07-13 10:31:11,product_view,P0057,Tablet,Email,Australia
8023,U8023_S4,2024-07-13 10:41:52,purchase,P0100,Mobile,Organic Search,Germany
3498,U3498_S2,2024-07-13 10:42:42,product_view,P0024,Mobile,Organic Search,France
6461,U6461_S3,2024-07-13 10:51:04,add_to_cart,P0002,Mobile,Email,United States
4852,U4852_S3,2024-07-13 11:07:30,add_to_cart,P0022,Desktop,Organic Search,Germany
6890,U6890_S4,2024-07-13 11:24:54,product_view,P0104,Tablet,Paid Search,United Kingdom
1913,U1913_S5,2024-07-13 11:40:21,product_view,P0077,Tablet,Paid Search,Canada
6851,U6851_S2,2024-07-13 11:55:30,product_view,P0078,Tablet,Social,Germany
5856,U5856_S3,2024-07-13 12:00:46,checkout,P0097,Desktop,Email,Canada
4867,U4867_S1,2024-07-13 12:03:12,signup,,Mobile,Referral,Germany
5463,U5463_S4,2024-07-13 12:21:32,checkout,P0110,Tablet,Social,Australia
3155,U3155_S2,2024-07-13 12:25:18,product_view,P0117,Tablet,Social,United States
8267,U8267_S2,2024-07-13 12:31:10,product_view,P0104,Desktop,Social,France
4214,U4214_S5,2024-07-13 12:35:02,product_view,P0086,Desktop,Referral,Canada
5585,U5585_S1,2024-07-13 12:40:48,signup,,Tablet,Referral,United States
7119,U7119_S3,2024-07-13 12:46:46,checkout,P0021,Desktop,Email,France
8481,U8481_S1,2024-07-13 12:55:30,signup,,Tablet,Referral,Australia
8287,U8287_S1,2024-07-13 12:55:47,signup,,Desktop,Social,Australia
6764,U6764_S4,2024-07-13 13:00:14,product_view,P0089,Tablet,Social,United States
2504,U2504_S2,2024-07-13 13:16:18,product_view,P0063,Mobile,Organic Search,France
7519,U7519_S3,2024-07-13 13:28:42,checkout,P0118,Tablet,Social,United Kingdom
2605,U2605_S2,2024-07-13 14:02:41,product_view,P0057,Tablet,Email,Canada
8485,U8485_S2,2024-07-13 14:06:47,checkout,P0044,Desktop,Social,United States
581,U581_S2,2024-07-13 14:24:53,product_view,P0089,Desktop,Referral,Canada
3410,U3410_S4,2024-07-13 14:54:38,purchase,P0063,Mobile,Social,United States
6514,U6514_S1,2024-07-13 15:27:34,signup,,Tablet,Paid Search,United Kingdom
8481,U8481_S2,2024-07-13 15:36:30,add_to_cart,P0021,Tablet,Referral,Australia
5745,U5745_S1,2024-07-13 15:51:50,signup,,Desktop,Organic Search,United Kingdom
5912,U5912_S5,2024-07-13 15:52:18,product_view,P0008,Tablet,Referral,France
2323,U2323_S5,2024-07-13 15:53:06,purchase,P0002,Tablet,Social,United Kingdom
4622,U4622_S3,2024-07-13 15:56:14,checkout,P0075,Desktop,Paid Search,France
4765,U4765_S3,2024-07-13 16:10:18,add_to_cart,P0093,Tablet,Referral,Germany
4072,U4072_S3,2024-07-13 16:18:13,add_to_cart,P0017,Mobile,Paid Search,Germany
4771,U4771_S1,2024-07-13 16:22:35,signup,,Desktop,Paid Search,Australia
5463,U5463_S5,2024-07-13 16:33:32,product_view,P0073,Tablet,Social,Australia
1733,U1733_S1,2024-07-13 16:48:16,signup,,Desktop,Referral,Canada
6151,U6151_S1,2024-07-13 17:19:26,signup,,Tablet,Organic Search,United States
1942,U1942_S2,2024-07-13 17:38:06,product_view,P0060,Tablet,Social,Australia
2038,U2038_S1,2024-07-13 17:38:52,signup,,Desktop,Referral,Germany
8023,U8023_S5,2024-07-13 17:38:52,product_view,P0043,Mobile,Organic Search,Germany
811,U811_S1,2024-07-13 17:56:30,signup,,Tablet,Social,Canada
6851,U6851_S3,2024-07-13 18:16:30,product_view,P0049,Tablet,Social,Germany
7044,U7044_S3,2024-07-13 18:26:02,add_to_cart,P0002,Desktop,Organic Search,United States
5540,U5540_S4,2024-07-13 18:40:28,checkout,P0003,Tablet,Social,Germany
319,U319_S1,2024-07-13 18:45:24,signup,,Desktop,Referral,Canada
2286,U2286_S2,2024-07-13 18:50:32,product_view,P0076,Mobile,Social,United Kingdom
3640,U3640_S3,2024-07-13 18:55:51,add_to_cart,P0015,Tablet,Email,United States
4666,U4666_S2,2024-07-13 19:04:45,product_view,P0017,Tablet,Social,Canada
1913,U1913_S6,2024-07-13 19:11:21,product_view,P0040,Tablet,Paid Search,Canada
4954,U4954_S1,2024-07-13 19:18:03,signup,,Desktop,Organic Search,Australia
5554,U5554_S1,2024-07-13 19:27:09,signup,,Tablet,Social,United Kingdom
904,U904_S2,2024-07-13 19:28:13,product_view,P0076,Tablet,Referral,United Kingdom
1656,U1656_S1,2024-07-13 19:33:38,signup,,Mobile,Paid Search,Canada
6588,U6588_S1,2024-07-13 19:42:28,signup,,Mobile,Referral,United Kingdom
1681,U1681_S2,2024-07-13 19:48:17,product_view,P0074,Tablet,Social,Canada
1476,U1476_S3,2024-07-13 20:00:33,add_to_cart,P0037,Desktop,Paid Search,Germany
5065,U5065_S3,2024-07-13 20:06:31,add_to_cart,P0009,Tablet,Referral,Canada
756,U756_S4,2024-07-13 20:08:36,product_view,P0043,Mobile,Organic Search,Canada
2938,U2938_S3,2024-07-13 20:29:09,add_to_cart,P0080,Mobile,Paid Search,Canada
3640,U3640_S4,2024-07-13 20:46:51,product_view,P0062,Tablet,Email,United States
200,U200_S3,2024-07-13 20:48:20,checkout,P0014,Tablet,Paid Search,Australia
1656,U1656_S2,2024-07-13 21:31:38,product_view,P0066,Mobile,Paid Search,Canada
1935,U1935_S2,2024-07-13 21:36:05,checkout,P0014,Mobile,Social,Canada
1334,U1334_S4,2024-07-13 21:40:41,checkout,P0047,Tablet,Paid Search,United States
3640,U3640_S5,2024-07-13 22:36:51,product_view,P0109,Tablet,Email,United States
5065,U5065_S4,2024-07-13 22:57:31,product_view,P0113,Tablet,Referral,Canada
8485,U8485_S3,2024-07-13 23:02:47,product_view,P0024,Desktop,Social,United States
7275,U7275_S2,2024-07-13 23:13:53,product_view,P0088,Desktop,Organic Search,Canada
5068,U5068_S3,2024-07-13 23:21:47,checkout,P0040,Tablet,Social,Australia
2584,U2584_S3,2024-07-13 23:33:16,add_to_cart,P0033,Mobile,Social,Canada
3487,U3487_S2,2024-07-13 23:57:07,product_view,P0113,Mobile,Paid Search,France
1554,U1554_S4,2024-07-14 00:17:32,purchase,P0031,Tablet,Referral,Germany
8485,U8485_S4,2024-07-14 00:41:47,product_view,P0067,Desktop,Social,United States
1733,U1733_S2,2024-07-14 00:53:16,product_view,P0035,Desktop,Referral,Canada
2938,U2938_S4,2024-07-14 01:03:09,product_view,P0106,Mobile,Paid Search,Canada
4116,U4116_S2,2024-07-14 01:39:39,product_view,P0086,Mobile,Email,Australia
200,U200_S4,2024-07-14 01:58:20,product_view,P0009,Tablet,Paid Search,Australia
5585,U5585_S2,2024-07-14 02:13:48,product_view,P0098,Tablet,Referral,United States
8206,U8206_S3,2024-07-14 02:16:02,purchase,P0015,Mobile,Referral,United Kingdom
2323,U2323_S6,2024-07-14 02:43:06,product_view,P0020,Tablet,Social,United Kingdom
1554,U1554_S5,2024-07-14 02:47:32,product_view,P0040,Tablet,Referral,Germany
200,U200_S5,2024-07-14 03:17:20,product_view,P0038,Tablet,Paid Search,Australia
3562,U3562_S3,2024-07-14 04:02:56,add_to_cart,P0074,Desktop,Social,United States
5912,U5912_S6,2024-07-14 04:16:18,product_view,P0031,Tablet,Referral,France
2328,U2328_S2,2024-07-14 04:33:12,purchase,P0104,Mobile,Social,Canada
3724,U3724_S2,2024-07-14 04:42:50,product_view,P0077,Tablet,Referral,Germany
2323,U2323_S7,2024-07-14 05:06:06,product_view,P0021,Tablet,Social,United Kingdom
3562,U3562_S4,2024-07-14 05:10:56,checkout,P0032,Desktop,Social,United States
4135,U4135_S5,2024-07-14 05:23:09,purchase,P0010,Desktop,Email,Germany
1605,U1605_S2,2024-07-14 05:50:35,product_view,P0048,Mobile,Paid Search,United States
2328,U2328_S3,2024-07-14 05:57:12,product_view,P0079,Mobile,Social,Canada
133,U133_S5,2024-07-14 06:30:27,purchase,P0014,Desktop,Email,Canada
8206,U8206_S4,2024-07-14 06:33:02,product_view,P0077,Mobile,Referral,United Kingdom
3911,U3911_S4,2024-07-14 07:45:50,checkout,P0056,Mobile,Social,Australia
8047,U8047_S3,2024-07-14 08:05:30,checkout,P0108,Mobile,Email,France
1051,U1051_S1,2024-07-14 08:06:00,signup,,Tablet,Paid Search,Canada
4181,U4181_S3,2024-07-14 08:58:29,add_to_cart,P0044,Tablet,Social,United States
5068,U5068_S4,2024-07-14 09:27:47,product_view,P0007,Tablet,Social,Australia
6771,U6771_S1,2024-07-14 10:02:30,signup,,Desktop,Email,Canada
5205,U5205_S1,2024-07-14 10:15:59,signup,,Desktop,Organic Search,United Kingdom
1837,U1837_S3,2024-07-14 10:16:34,add_to_cart,P0036,Mobile,Referral,United States
5065,U5065_S5,2024-07-14 10:23:31,product_view,P0038,Tablet,Referral,Canada
2328,U2328_S4,2024-07-14 10:58:12,product_view,P0079,Mobile,Social,Canada
6639,U6639_S3,2024-07-14 11:17:27,add_to_cart,P0115,Mobile,Email,United States
3780,U3780_S2,2024-07-14 11:25:22,product_view,P0092,Desktop,Email,United Kingdom
4905,U4905_S4,2024-07-14 11:34:57,checkout,P0043,Desktop,Organic Search,France
3607,U3607_S2,2024-07-14 11:40:59,product_view,P0007,Tablet,Social,Germany
8379,U8379_S3,2024-07-14 11:52:58,purchase,P0102,Desktop,Organic Search,France
4135,U4135_S6,2024-07-14 12:02:09,product_view,P0001,Desktop,Email,Germany
5464,U5464_S1,2024-07-14 12:09:09,signup,,Desktop,Referral,United Kingdom
3916,U3916_S1,2024-07-14 12:22:12,signup,,Tablet,Referral,Germany
7272,U7272_S1,2024-07-14 12:27:46,signup,,Tablet,Paid Search,France
3911,U3911_S5,2024-07-14 12:42:50,product_view,P0026,Mobile,Social,Australia
4595,U4595_S1,2024-07-14 12:52:11,signup,,Desktop,Social,United Kingdom
6754,U6754_S3,2024-07-14 13:15:29,add_to_cart,P0030,Desktop,Referral,France
4843,U4843_S2,2024-07-14 13:36:39,product_view,P0012,Desktop,Email,Canada
2050,U2050_S1,2024-07-14 13:38:57,signup,,Tablet,Paid Search,Australia
6973,U6973_S1,2024-07-14 14:09:19,signup,,Desktop,Referral,Australia
5582,U5582_S1,2024-07-14 14:35:37,signup,,Mobile,Paid Search,United Kingdom
8226,U8226_S1,2024-07-14 14:52:33,signup,,Tablet,Social,Canada
606,U606_S1,2024-07-14 15:47:59,signup,,Tablet,Social,Canada
6324,U6324_S4,2024-07-14 15:59:43,checkout,P0109,Tablet,Organic Search,United States
5529,U5529_S1,2024-07-14 16:03:23,signup,,Tablet,Social,Australia
469,U469_S1,2024-07-14 16:20:11,signup,,Tablet,Paid Search,France
2556,U2556_S1,2024-07-14 16:23:02,signup,,Tablet,Paid Search,Australia
6531,U6531_S3,2024-07-14 16:42:22,add_to_cart,P0075,Tablet,Paid Search,Australia
4135,U4135_S7,2024-07-14 17:01:09,product_view,P0072,Desktop,Email,Germany
4516,U4516_S3,2024-07-14 17:02:13,add_to_cart,P0039,Desktop,Paid Search,Canada
2891,U2891_S1,2024-07-14 17:06:17,signup,,Mobile,Organic Search,United Kingdom
6103,U6103_S2,2024-07-14 17:20:58,product_view,P0059,Mobile,Paid Search,Australia
4181,U4181_S4,2024-07-14 17:28:29,checkout,P0041,Tablet,Social,United States
4867,U4867_S2,2024-07-14 17:32:12,product_view,P0089,Mobile,Referral,Germany
6754,U6754_S4,2024-07-14 18:14:29,product_view,P0072,Desktop,Referral,France
6104,U6104_S3,2024-07-14 18:26:38,add_to_cart,P0076,Tablet,Organic Search,Germany
6204,U6204_S4,2024-07-14 18:32:59,purchase,P0030,Tablet,Paid Search,United States
6324,U6324_S5,2024-07-14 18:50:43,product_view,P0020,Tablet,Organic Search,United States
2940,U2940_S2,2024-07-14 19:21:17,product_view,P0003,Desktop,Social,France
5949,U5949_S1,2024-07-14 19:36:50,signup,,Mobile,Referral,France
6204,U6204_S5,2024-07-14 20:01:59,product_view,P0104,Tablet,Paid Search,United States
5221,U5221_S1,2024-07-14 20:09:31,signup,,Tablet,Referral,Canada
469,U469_S2,2024-07-14 20:15:11,product_view,P0063,Tablet,Paid Search,France
6918,U6918_S3,2024-07-14 20:37:07,checkout,P0106,Mobile,Referral,Australia
3607,U3607_S3,2024-07-14 20:37:59,purchase,P0065,Tablet,Social,Germany
173,U173_S1,2024-07-14 20:45:22,signup,,Tablet,Referral,United States
2894,U2894_S1,2024-07-14 21:34:19,signup,,Tablet,Referral,United States
8267,U8267_S3,2024-07-14 21:42:10,add_to_cart,P0055,Desktop,Social,France
4237,U4237_S3,2024-07-14 21:52:15,add_to_cart,P0039,Desktop,Social,France
2308,U2308_S2,2024-07-14 21:57:50,product_view,P0013,Tablet,Paid Search,France
3911,U3911_S6,2024-07-14 21:57:50,product_view,P0075,Mobile,Social,Australia
3113,U3113_S3,2024-07-14 21:59:25,add_to_cart,P0010,Tablet,Email,United States
1018,U1018_S2,2024-07-14 22:07:54,product_view,P0021,Desktop,Email,Germany
6918,U6918_S4,2024-07-14 22:10:07,product_view,P0031,Mobile,Referral,Australia
5745,U5745_S2,2024-07-14 23:17:50,product_view,P0061,Desktop,Organic Search,United Kingdom
689,U689_S3,2024-07-14 23:27:27,add_to_cart,P0057,Tablet,Social,United Kingdom
7272,U7272_S2,2024-07-14 23:32:46,add_to_cart,P0092,Tablet,Paid Search,France
2504,U2504_S3,2024-07-14 23:40:18,add_to_cart,P0108,Mobile,Organic Search,France
2277,U2277_S5,2024-07-15 00:14:20,purchase,P0115,Desktop,Paid Search,Canada
7275,U7275_S3,2024-07-15 00:51:53,add_to_cart,P0110,Desktop,Organic Search,Canada
5585,U5585_S3,2024-07-15 00:53:48,add_to_cart,P0050,Tablet,Referral,United States
4516,U4516_S4,2024-07-15 01:18:13,product_view,P0080,Desktop,Paid Search,Canada
7272,U7272_S3,2024-07-15 01:24:46,checkout,P0002,Tablet,Paid Search,France
606,U606_S2,2024-07-15 01:38:59,product_view,P0088,Tablet,Social,Canada
2504,U2504_S4,2024-07-15 01:42:18,product_view,P0049,Mobile,Organic Search,France
6873,U6873_S2,2024-07-15 02:18:01,product_view,P0005,Tablet,Paid Search,France
4803,U4803_S2,2024-07-15 02:36:10,product_view,P0067,Desktop,Social,United States
2308,U2308_S3,2024-07-15 02:58:50,purchase,P0037,Tablet,Paid Search,France
1531,U1531_S4,2024-07-15 03:02:36,checkout,P0023,Desktop,Email,United Kingdom
3607,U3607_S4,2024-07-15 04:55:59,product_view,P0109,Tablet,Social,Germany
6918,U6918_S5,2024-07-15 05:08:07,product_view,P0041,Mobile,Referral,Australia
2940,U2940_S3,2024-07-15 06:04:17,add_to_cart,P0087,Desktop,Social,France
5585,U5585_S4,2024-07-15 06:08:48,product_view,P0117,Tablet,Referral,United States
2256,U2256_S3,2024-07-15 06:42:35,checkout,P0063,Tablet,Social,Germany
2891,U2891_S2,2024-07-15 06:49:17,product_view,P0039,Mobile,Organic Search,United Kingdom
8391,U8391_S5,2024-07-15 07:11:43,purchase,P0101,Desktop,Referral,United Kingdom
4516,U4516_S5,2024-07-15 07:19:13,product_view,P0028,Desktop,Paid Search,Canada
740,U740_S2,2024-07-15 07:30:32,product_view,P0043,Mobile,Organic Search,Germany
1531,U1531_S5,2024-07-15 07:35:36,product_view,P0100,Desktop,Email,United Kingdom
6104,U6104_S4,2024-07-15 08:12:38,purchase,P0034,Tablet,Organic Search,Germany
3025,U3025_S2,2024-07-15 08:23:07,product_view,P0010,Tablet,Paid Search,Australia
7448,U7448_S1,2024-07-15 08:25:51,signup,,Mobile,Paid Search,United States
3039,U3039_S2,2024-07-15 09:24:09,product_view,P0052,Tablet,Social,United States
5987,U5987_S2,2024-07-15 09:26:23,add_to_cart,P0022,Desktop,Social,Australia
2774,U2774_S3,2024-07-15 09:28:04,purchase,P0046,Tablet,Social,Germany
7071,U7071_S1,2024-07-15 09:33:51,signup,,Desktop,Social,Germany
1476,U1476_S4,2024-07-15 09:39:33,checkout,P0018,Desktop,Paid Search,Germany
4116,U4116_S3,2024-07-15 09:58:39,checkout,P0085,Mobile,Email,Australia
2256,U2256_S4,2024-07-15 10:57:35,product_view,P0035,Tablet,Social,Germany
5205,U5205_S2,2024-07-15 11:06:59,product_view,P0081,Desktop,Organic Search,United Kingdom
1476,U1476_S5,2024-07-15 11:07:33,product_view,P0035,Desktop,Paid Search,Germany
4595,U4595_S2,2024-07-15 11:26:11,product_view,P0015,Desktop,Social,United Kingdom
3155,U3155_S3,2024-07-15 11:41:18,add_to_cart,P0007,Tablet,Social,United States
3081,U3081_S1,2024-07-15 11:41:39,signup,,Desktop,Organic Search,Germany
5585,U5585_S5,2024-07-15 11:48:48,product_view,P0076,Tablet,Referral,United States
2277,U2277_S6,2024-07-15 12:16:20,product_view,P0080,Desktop,Paid Search,Canada
319,U319_S2,2024-07-15 12:40:24,product_view,P0056,Desktop,Referral,Canada
2050,U2050_S2,2024-07-15 13:17:57,purchase,P0009,Tablet,Paid Search,Australia
6711,U6711_S1,2024-07-15 13:51:29,signup,,Desktop,Paid Search,United States
6832,U6832_S1,2024-07-15 14:05:27,signup,,Tablet,Social,France
8467,U8467_S1,2024-07-15 14:06:49,signup,,Mobile,Email,Germany
4765,U4765_S4,2024-07-15 14:10:18,purchase,P0076,Tablet,Referral,Germany
3356,U3356_S3,2024-07-15 14:36:43,checkout,P0074,Mobile,Organic Search,France
2774,U2774_S4,2024-07-15 14:38:04,product_view,P0107,Tablet,Social,Germany
904,U904_S3,2024-07-15 14:48:13,add_to_cart,P0007,Tablet,Referral,United Kingdom
494,U494_S1,2024-07-15 15:41:44,signup,,Mobile,Referral,Canada
4765,U4765_S5,2024-07-15 15:50:18,product_view,P0012,Tablet,Referral,Germany
439,U439_S1,2024-07-15 15:50:27,signup,,Tablet,Organic Search,Germany
6537,U6537_S1,2024-07-15 15:55:37,signup,,Desktop,Referral,France
2893,U2893_S1,2024-07-15 16:02:55,signup,,Tablet,Email,Canada
2050,U2050_S3,2024-07-15 16:08:57,product_view,P0114,Tablet,Paid Search,Australia
7711,U7711_S1,2024-07-15 16:29:56,signup,,Desktop,Email,Canada
7448,U7448_S2,2024-07-15 16:35:51,product_view,P0081,Mobile,Paid Search,United States
2940,U2940_S4,2024-07-15 16:43:17,product_view,P0081,Desktop,Social,France
7485,U7485_S1,2024-07-15 16:45:58,signup,,Desktop,Referral,United States
4237,U4237_S4,2024-07-15 16:46:15,checkout,P0046,Desktop,Social,France
